Job Title,Company,Location,Experience Level,Salary,Industry,Required Skills
"Nurse, mental health","Cruz, Brandt and Peterson",Toronto,Mid Level,46000.0,Finance,Python
Database administrator,Miller-Sanchez,San Francisco,Senior Level,137000.0,Education,Teaching
Textile designer,"Duran, Hall and Moore",San Francisco,Senior Level,49000.0,Marketing,"Google Ads, SEO, Content Writing, Market Research"
Diplomatic Services operational officer,"Shaw, Martinez and Tyler",Berlin,Entry Level,51000.0,Manufacturing,Production Planning
Merchant navy officer,Gross-Moore,New York,Entry Level,64000.0,Marketing,"SEO, Google Ads, Content Writing, Social Media"
"Engineer, electrical","Richards, Pineda and Jackson",Sydney,Entry Level,49000.0,Software,"Java, SQL, AWS"
Operations geologist,Skinner Ltd,London,Entry Level,66000.0,Software,"Machine Learning, AWS"
Company secretary,Lawson Inc,New York,Entry Level,146000.0,Education,"Curriculum Design, Teaching, EdTech"
Rural practice surveyor,Bond-Ramirez,San Francisco,Mid Level,80000.0,Finance,"Excel, Financial Modeling, Risk Analysis"
"Teacher, special educational needs","Sullivan, Clayton and Baker",Berlin,Entry Level,115000.0,Healthcare,"Nursing, Patient Care"
"Conservation officer, nature",Dillon-Abbott,London,Mid Level,105000.0,Retail,"Customer Service, Merchandising"
"Solicitor, Scotland",Burke-Torres,Bangalore,Senior Level,114000.0,Manufacturing,"Quality Control, Supply Chain, Production Planning"
Operations geologist,Lopez-Johnson,Bangalore,Senior Level,61000.0,Manufacturing,"Production Planning, Supply Chain, Quality Control"
English as a foreign language teacher,Shields-Noble,Toronto,Mid Level,91000.0,Finance,"SQL, Financial Modeling"
"Scientist, forensic",Rivera LLC,Sydney,Entry Level,115000.0,Healthcare,"Medical Research, Pharmaceuticals, Patient Care, Nursing"
Historic buildings inspector/conservation officer,Mcpherson and Sons,London,Senior Level,74000.0,Retail,"Customer Service, Sales, Merchandising"
Geophysicist/field seismologist,"Moore, Allen and Meyers",New York,Entry Level,87000.0,Marketing,"Google Ads, SEO"
Public relations officer,Shaw-Lopez,London,Senior Level,147000.0,Education,"Curriculum Design, EdTech, Teaching, Research"
Occupational hygienist,Leach Group,San Francisco,Entry Level,143000.0,Finance,"Financial Modeling, Risk Analysis"
English as a foreign language teacher,Wilson Group,Toronto,Senior Level,75000.0,Software,"C++, React, Python, Machine Learning"
Field seismologist,Davis Inc,Sydney,Senior Level,73000.0,Marketing,"SEO, Market Research, Google Ads"
Comptroller,Ward Ltd,Sydney,Senior Level,120000.0,Manufacturing,"Quality Control, Supply Chain, Production Planning"
Press photographer,Nichols Inc,San Francisco,Entry Level,111000.0,Finance,"SQL, Python, Risk Analysis"
Glass blower/designer,Herrera-Taylor,Bangalore,Mid Level,102000.0,Marketing,"Google Ads, Social Media"
Theatre director,Collins LLC,New York,Senior Level,111000.0,Education,"Research, EdTech, Curriculum Design"
Graphic designer,"Proctor, Bray and Gill",London,Mid Level,95000.0,Retail,"Merchandising, Sales, Customer Service"
Dancer,"Frost, Morales and Lopez",San Francisco,Senior Level,129000.0,Marketing,"Content Writing, Social Media, SEO"
Tour manager,Reed-Hudson,New York,Senior Level,89000.0,Healthcare,"Medical Research, Patient Care"
"Radiographer, diagnostic",Walker Inc,Sydney,Entry Level,65000.0,Finance,"SQL, Risk Analysis, Excel, Financial Modeling"
"Psychologist, occupational",Carlson Inc,New York,Entry Level,63000.0,Healthcare,"Patient Care, Pharmaceuticals, Medical Research, Nursing"
"Education officer, community",Young PLC,Bangalore,Senior Level,41000.0,Finance,"Excel, Risk Analysis, SQL"
"Nurse, adult","Good, Koch and Bauer",Sydney,Entry Level,108000.0,Finance,SQL
Senior tax professional/tax inspector,Smith LLC,Bangalore,Entry Level,107000.0,Education,"Curriculum Design, Teaching, Research"
"Therapist, music",Schwartz Group,London,Entry Level,106000.0,Software,"React, Java, AWS, Python"
Technical author,"Porter, Wright and Estrada",Berlin,Entry Level,90000.0,Software,"C++, React"
Licensed conveyancer,"Franco, Ward and Hernandez",Bangalore,Mid Level,96000.0,Manufacturing,"Production Planning, Supply Chain, Quality Control"
Ambulance person,Nelson-Raymond,Berlin,Entry Level,92000.0,Retail,"Merchandising, Customer Service, Sales"
Sub,Gilmore-Rasmussen,Berlin,Senior Level,62000.0,Manufacturing,"Production Planning, Quality Control, Supply Chain"
Advertising account executive,"Costa, Martin and Hood",Berlin,Senior Level,50000.0,Manufacturing,"Quality Control, Production Planning"
Gaffer,Johnson LLC,Berlin,Mid Level,63000.0,Marketing,"Content Writing, SEO, Google Ads, Market Research"
Clinical research associate,Ryan-Jensen,Sydney,Senior Level,110000.0,Software,"C++, Python, Java, React"
"Engineer, civil (consulting)",Escobar Ltd,Sydney,Mid Level,93000.0,Software,"Java, AWS"
Proofreader,Jackson LLC,Sydney,Senior Level,48000.0,Finance,SQL
Magazine journalist,"Sanchez, Mckinney and Dudley",San Francisco,Senior Level,91000.0,Finance,Financial Modeling
General practice doctor,Carrillo Inc,Sydney,Entry Level,139000.0,Software,"SQL, Machine Learning, C++, React"
Medical illustrator,Carter-Castro,New York,Mid Level,115000.0,Finance,"Excel, Risk Analysis"
"Engineer, control and instrumentation",Wilson-Bautista,Bangalore,Entry Level,106000.0,Education,"EdTech, Curriculum Design, Teaching, Research"
Medical sales representative,Jones-Wright,London,Senior Level,95000.0,Education,"Research, Curriculum Design"
Futures trader,"Clarke, Preston and Young",Berlin,Senior Level,146000.0,Education,Research
Pension scheme manager,"Lawrence, Schneider and Scott",London,Entry Level,56000.0,Retail,"Customer Service, Merchandising, Sales"
Patent attorney,"Martin, Bowman and Soto",San Francisco,Mid Level,79000.0,Healthcare,Nursing
"Scientist, forensic",Williams-Cochran,Bangalore,Entry Level,51000.0,Healthcare,"Medical Research, Pharmaceuticals"
Arboriculturist,"Mack, Brown and Atkinson",Sydney,Senior Level,46000.0,Marketing,"Market Research, Content Writing, Social Media"
Software engineer,Thompson-Williams,San Francisco,Senior Level,85000.0,Education,"EdTech, Curriculum Design, Research, Teaching"
Public librarian,Eaton Inc,Sydney,Entry Level,66000.0,Finance,Risk Analysis
"Administrator, education","Miller, Sanchez and Carroll",Sydney,Entry Level,142000.0,Education,Research
"Investment banker, corporate",Coleman PLC,Bangalore,Mid Level,75000.0,Manufacturing,"Supply Chain, Production Planning, Quality Control"
Editorial assistant,"Powell, Morgan and Martin",London,Mid Level,147000.0,Retail,"Sales, Merchandising, Customer Service"
Games developer,Hurley-Davis,Bangalore,Senior Level,85000.0,Manufacturing,"Production Planning, Supply Chain, Quality Control"
IT trainer,Hill-Adkins,New York,Mid Level,122000.0,Software,Java
Art gallery manager,Griffin Inc,Toronto,Mid Level,133000.0,Education,"EdTech, Teaching, Research, Curriculum Design"
Aeronautical engineer,Day-Johnson,San Francisco,Mid Level,98000.0,Retail,Merchandising
Chartered certified accountant,"Wood, Young and Bush",London,Entry Level,144000.0,Manufacturing,"Supply Chain, Production Planning"
Historic buildings inspector/conservation officer,"Perkins, Moon and Simmons",Sydney,Senior Level,47000.0,Software,"C++, AWS, React"
"Designer, exhibition/display",Sandoval-Whitehead,San Francisco,Mid Level,62000.0,Marketing,"Market Research, Content Writing"
Technical brewer,"Mack, Clark and Lin",Toronto,Mid Level,97000.0,Healthcare,"Nursing, Patient Care, Medical Research, Pharmaceuticals"
"Clinical scientist, histocompatibility and immunogenetics",Baxter LLC,New York,Mid Level,97000.0,Marketing,"Social Media, Google Ads, Market Research, Content Writing"
Clothing/textile technologist,Walter Inc,New York,Mid Level,72000.0,Finance,"Python, Financial Modeling"
Operational researcher,Thomas-Holland,Bangalore,Entry Level,100000.0,Marketing,Social Media
Energy manager,Hernandez-James,Sydney,Entry Level,130000.0,Retail,"Merchandising, Customer Service, Sales"
"Editor, magazine features","Jackson, Johnson and West",Toronto,Entry Level,59000.0,Marketing,"Content Writing, Market Research"
Housing manager/officer,"Cruz, Villanueva and Blevins",Berlin,Mid Level,96000.0,Manufacturing,"Quality Control, Production Planning"
"Administrator, education",Wang Inc,Toronto,Entry Level,65000.0,Software,"AWS, C++, Python, Machine Learning"
Mechanical engineer,"Charles, Mcdonald and Glover",Berlin,Senior Level,70000.0,Marketing,Content Writing
Financial manager,Rose-Reed,Bangalore,Mid Level,84000.0,Manufacturing,"Quality Control, Production Planning, Supply Chain"
Early years teacher,Le and Sons,New York,Mid Level,80000.0,Marketing,"Market Research, Content Writing, Social Media"
Veterinary surgeon,"Price, Smith and Bates",Toronto,Entry Level,134000.0,Finance,"Risk Analysis, SQL, Excel"
Product manager,"Taylor, Williams and Jimenez",New York,Senior Level,139000.0,Education,"EdTech, Teaching, Research"
Theme park manager,"Richardson, Osborn and Mckay",Sydney,Mid Level,52000.0,Software,"C++, Python"
Scientific laboratory technician,"Strickland, Schmidt and Stewart",New York,Entry Level,56000.0,Software,"React, AWS, Machine Learning"
"Therapist, speech and language",Watkins-Johnson,Bangalore,Senior Level,135000.0,Manufacturing,Supply Chain
"Psychologist, clinical",Willis Inc,Berlin,Senior Level,149000.0,Healthcare,"Patient Care, Pharmaceuticals, Nursing, Medical Research"
"Nurse, adult",Jones PLC,Bangalore,Mid Level,131000.0,Finance,"Python, Financial Modeling, SQL, Excel"
"Psychologist, occupational",Miller Ltd,Berlin,Entry Level,56000.0,Finance,"Financial Modeling, SQL, Excel"
Equality and diversity officer,Rogers-Davenport,Berlin,Entry Level,46000.0,Marketing,"Content Writing, Google Ads, Market Research, SEO"
Government social research officer,Ramirez PLC,New York,Mid Level,88000.0,Finance,"Risk Analysis, Financial Modeling"
Music tutor,Hopkins Group,New York,Senior Level,136000.0,Finance,"Financial Modeling, Excel"
Actuary,Hamilton and Sons,Toronto,Senior Level,108000.0,Education,EdTech
Quantity surveyor,"Simmons, Wright and Vasquez",Bangalore,Senior Level,51000.0,Education,"Teaching, Research, Curriculum Design, EdTech"
Comptroller,Smith-Woods,Bangalore,Senior Level,73000.0,Finance,"Python, Excel"
Oncologist,Fisher Ltd,New York,Entry Level,113000.0,Manufacturing,"Supply Chain, Production Planning, Quality Control"
Armed forces training and education officer,"Roberson, Gilbert and Williams",San Francisco,Mid Level,90000.0,Retail,"Sales, Merchandising"
Barrister's clerk,Jones-Brown,San Francisco,Entry Level,50000.0,Finance,SQL
Public house manager,"Blanchard, Wilson and Harrison",Bangalore,Mid Level,98000.0,Finance,"SQL, Python, Risk Analysis"
Glass blower/designer,"Williams, Reed and Olsen",Bangalore,Senior Level,123000.0,Software,"Machine Learning, AWS"
Occupational therapist,Reed and Sons,Toronto,Mid Level,144000.0,Education,"Teaching, Curriculum Design"
Pension scheme manager,Sherman and Sons,San Francisco,Entry Level,87000.0,Marketing,Market Research
"Engineer, manufacturing",Burch and Sons,New York,Senior Level,82000.0,Marketing,Social Media
Immunologist,Cherry Inc,London,Entry Level,80000.0,Marketing,"SEO, Google Ads, Content Writing"
Commercial/residential surveyor,Allen Ltd,San Francisco,Entry Level,78000.0,Manufacturing,"Supply Chain, Production Planning, Quality Control"
"Research officer, political party",Hunter and Sons,Berlin,Senior Level,53000.0,Retail,Customer Service
Clinical embryologist,Hess LLC,Bangalore,Senior Level,116000.0,Marketing,"Market Research, Social Media, SEO, Content Writing"
"Designer, jewellery",Obrien PLC,Berlin,Mid Level,106000.0,Retail,"Merchandising, Sales, Customer Service"
Systems analyst,Norman-Mcmillan,London,Mid Level,111000.0,Software,"React, Python, AWS, Machine Learning"
Patent examiner,Cooper-Wheeler,Berlin,Mid Level,48000.0,Healthcare,"Patient Care, Medical Research, Pharmaceuticals, Nursing"
Futures trader,Hernandez and Sons,San Francisco,Senior Level,99000.0,Software,React
Electrical engineer,Hardy-Saunders,Berlin,Mid Level,137000.0,Education,"Curriculum Design, Research"
Games developer,Rogers-Maynard,Berlin,Senior Level,64000.0,Retail,"Sales, Customer Service, Merchandising"
Adult guidance worker,Harvey-Gonzalez,Sydney,Senior Level,109000.0,Education,Research
"Buyer, industrial",Norman Group,Berlin,Mid Level,60000.0,Healthcare,"Medical Research, Patient Care, Nursing, Pharmaceuticals"
Data scientist,"Kelly, Harrison and Bowers",Toronto,Mid Level,58000.0,Finance,"SQL, Excel, Financial Modeling"
Press sub,"Marshall, Brown and Cummings",New York,Entry Level,52000.0,Manufacturing,"Production Planning, Supply Chain, Quality Control"
Statistician,Young-Chase,Sydney,Entry Level,71000.0,Marketing,"Social Media, Content Writing, Market Research"
Special educational needs teacher,Hoover-Obrien,Sydney,Senior Level,84000.0,Marketing,Market Research
Audiological scientist,May Inc,San Francisco,Entry Level,122000.0,Software,React
Private music teacher,Moses and Sons,Toronto,Mid Level,70000.0,Marketing,Social Media
Animator,Martin-Richardson,San Francisco,Mid Level,106000.0,Education,"EdTech, Research"
"Scientist, marine",Huff Group,London,Entry Level,102000.0,Software,C++
Advertising account executive,"Johnson, Kelly and Brown",London,Mid Level,43000.0,Retail,"Sales, Customer Service"
Research scientist (life sciences),"Dunn, Gomez and Walters",New York,Entry Level,78000.0,Manufacturing,Quality Control
"Merchandiser, retail",Smith Ltd,San Francisco,Entry Level,90000.0,Finance,"Risk Analysis, Financial Modeling, Excel"
Publishing copy,"Gutierrez, Kelley and Schmitt",Berlin,Mid Level,106000.0,Software,"React, AWS, Java, C++"
Immigration officer,Wright-Dunn,San Francisco,Entry Level,97000.0,Retail,"Sales, Merchandising, Customer Service"
Web designer,"Jones, Wilson and Garcia",New York,Senior Level,61000.0,Software,"C++, AWS, Python"
Telecommunications researcher,"Brooks, Maddox and Williams",New York,Mid Level,133000.0,Healthcare,"Pharmaceuticals, Patient Care, Nursing, Medical Research"
Lobbyist,"Carroll, Mcdonald and Miller",Berlin,Entry Level,63000.0,Healthcare,"Patient Care, Pharmaceuticals, Medical Research"
"Accountant, chartered public finance","Shields, Sweeney and Hunt",Berlin,Mid Level,137000.0,Marketing,"Market Research, SEO, Google Ads"
Environmental manager,"Maldonado, Stein and Robinson",Berlin,Mid Level,112000.0,Finance,"SQL, Risk Analysis, Financial Modeling"
Insurance account manager,Monroe-Sanford,New York,Senior Level,84000.0,Healthcare,"Medical Research, Patient Care, Pharmaceuticals"
Hospital doctor,"Romero, Mason and Garrett",Bangalore,Entry Level,70000.0,Healthcare,"Medical Research, Pharmaceuticals, Patient Care"
Chief Marketing Officer,"Miller, Mendoza and Martinez",London,Entry Level,46000.0,Retail,Sales
Clinical research associate,Davis and Sons,Sydney,Mid Level,68000.0,Finance,Risk Analysis
Television production assistant,"Lee, Phillips and Anderson",New York,Senior Level,90000.0,Manufacturing,"Quality Control, Supply Chain, Production Planning"
Freight forwarder,"Powell, Fischer and Fleming",New York,Entry Level,109000.0,Marketing,Google Ads
"Psychologist, occupational","Shah, Dean and Young",New York,Entry Level,132000.0,Manufacturing,"Supply Chain, Production Planning"
"Conservator, furniture",White-Reed,Sydney,Entry Level,120000.0,Marketing,"Google Ads, Social Media, Content Writing"
Data processing manager,Warner LLC,London,Entry Level,140000.0,Marketing,SEO
"Editor, magazine features","Morris, Hernandez and Hart",Bangalore,Mid Level,114000.0,Education,Curriculum Design
Psychiatrist,"Taylor, Brown and Jordan",London,Senior Level,117000.0,Finance,"Python, SQL"
Podiatrist,Torres-Prince,Berlin,Entry Level,73000.0,Education,"Curriculum Design, Teaching"
Theatre director,Brooks and Sons,Berlin,Mid Level,133000.0,Marketing,"Market Research, Google Ads"
Mudlogger,Jackson Ltd,San Francisco,Entry Level,48000.0,Software,"Python, Java"
Museum/gallery curator,"Hoffman, Brown and Jacobs",Sydney,Entry Level,81000.0,Finance,Python
Theme park manager,Kelley Inc,London,Mid Level,146000.0,Manufacturing,"Quality Control, Supply Chain"
"Administrator, arts",Davis and Sons,Bangalore,Senior Level,61000.0,Healthcare,"Pharmaceuticals, Medical Research, Nursing"
Radio producer,Parker and Sons,London,Mid Level,92000.0,Marketing,"Google Ads, Social Media"
Commercial horticulturist,"Savage, Nielsen and Rodriguez",New York,Mid Level,118000.0,Finance,"Financial Modeling, SQL"
"Engineer, structural",Blake LLC,Bangalore,Senior Level,102000.0,Marketing,SEO
Records manager,Downs Group,Berlin,Senior Level,135000.0,Manufacturing,"Quality Control, Supply Chain, Production Planning"
